CodigoVariable,Fecha,CodigoDuracion,UnidadMedida,Version,Valor
PPBOGReal,2024-10-03,P1D,COP/kWh,TX7,1503.43
PPBO,2024-10-03,P1D,COP/kWh,TX7,1483.7981
PPBOGReal,2024-10-03,P1D,COP/kWh,TX2,1494.6513
PPBO,2024-10-03,P1D,COP/kWh,TX2,1476.1549
PPBOGReal,2024-10-03,P1D,COP/kWh,TX3,1548.0039
PPBO,2024-10-03,P1D,COP/kWh,TX3,1528.9384
PPBO,2024-10-02,P1D,COP/kWh,TX3,1166.991
PPBOGReal,2024-10-02,P1D,COP/kWh,TX3,1166.3567
PPBO,2024-10-02,P1D,COP/kWh,TX2,1171.5808
PPBOGReal,2024-10-02,P1D,COP/kWh,TX2,1168.8417
PPBO,2024-10-02,P1D,COP/kWh,TX7,1166.9904
PPBOGReal,2024-10-02,P1D,COP/kWh,TX7,1166.4354
PPBO,2024-10-02,P1D,COP/kWh,TXR,1167.0345
PPBOGReal,2024-10-02,P1D,COP/kWh,TXR,1166.4003
PPBOGReal,2024-10-02,P1D,COP/kWh,TX1,1168.8624
PPBO,2024-10-02,P1D,COP/kWh,TX6,1167.0106
PPBOGReal,2024-10-02,P1D,COP/kWh,TX6,1166.4354
PPBOGReal,2024-10-01,P1D,COP/kWh,TX6,1079.4457
PPBO,2024-10-01,P1D,COP/kWh,TX6,1073.9723
PPBOGReal,2024-10-01,P1D,COP/kWh,TX1,1081.9882
PPBOGReal,2024-10-01,P1D,COP/kWh,TXR,1079.5404
PPBO,2024-10-01,P1D,COP/kWh,TXR,1074.08
PPBOGReal,2024-10-01,P1D,COP/kWh,TX3,1079.3671
PPBO,2024-10-01,P1D,COP/kWh,TX3,1073.9067
PPBOGReal,2024-10-01,P1D,COP/kWh,TX7,1079.4457
PPBO,2024-10-01,P1D,COP/kWh,TX7,1073.9649
PPBOGReal,2024-10-01,P1D,COP/kWh,TX2,1082.0052
PPBO,2024-10-01,P1D,COP/kWh,TX2,1078.2781
PPBOGReal,2024-11-30,P1D,COP/kWh,TX6,456.8184
PPBO,2024-11-30,P1D,COP/kWh,TX6,420.1488
PPBOGReal,2024-11-30,P1D,COP/kWh,TX1,455.2388
PPBOGReal,2024-11-30,P1D,COP/kWh,TX7,456.8184
PPBO,2024-11-30,P1D,COP/kWh,TX7,420.1685
PPBOGReal,2024-11-30,P1D,COP/kWh,TXR,457.8169
PPBO,2024-11-30,P1D,COP/kWh,TXR,421.0938
PPBOGReal,2024-11-30,P1D,COP/kWh,TX2,457.9865
PPBO,2024-11-30,P1D,COP/kWh,TX2,421.2637
PPBOGReal,2024-11-29,P1D,COP/kWh,TX6,616.3437
PPBO,2024-11-29,P1D,COP/kWh,TX6,561.5797
PPBOGReal,2024-11-29,P1D,COP/kWh,TX1,601.2325
PPBOGReal,2024-11-29,P1D,COP/kWh,TXR,618.3022
PPBO,2024-11-29,P1D,COP/kWh,TXR,562.0961
PPBOGReal,2024-11-29,P1D,COP/kWh,TX7,616.3437
PPBO,2024-11-29,P1D,COP/kWh,TX7,561.6245
PPBOGReal,2024-11-29,P1D,COP/kWh,TX2,602.6499
PPBO,2024-11-29,P1D,COP/kWh,TX2,548.0712
PPBOGReal,2024-11-28,P1D,COP/kWh,TX6,801.4268
PPBO,2024-11-28,P1D,COP/kWh,TX6,802.0549
PPBOGReal,2024-11-28,P1D,COP/kWh,TX2,801.4842
PPBO,2024-11-28,P1D,COP/kWh,TX2,802.2245
PPBOGReal,2024-11-28,P1D,COP/kWh,TX7,801.4268
PPBO,2024-11-28,P1D,COP/kWh,TX7,802.0485
PPBOGReal,2024-11-28,P1D,COP/kWh,TXR,801.512
PPBO,2024-11-28,P1D,COP/kWh,TXR,802.1433
PPBOGReal,2024-11-28,P1D,COP/kWh,TX1,801.4854
PPBOGReal,2024-11-27,P1D,COP/kWh,TX6,778.3818
PPBO,2024-11-27,P1D,COP/kWh,TX6,766.467
PPBOGReal,2024-11-27,P1D,COP/kWh,TX1,778.6015
PPBOGReal,2024-11-27,P1D,COP/kWh,TXR,778.3953
PPBO,2024-11-27,P1D,COP/kWh,TXR,766.614
PPBOGReal,2024-11-27,P1D,COP/kWh,TX7,778.3818
PPBO,2024-11-27,P1D,COP/kWh,TX7,766.4625
PPBOGReal,2024-11-27,P1D,COP/kWh,TX2,778.6401
PPBO,2024-11-27,P1D,COP/kWh,TX2,766.866
PPBOGReal,2024-11-26,P1D,COP/kWh,TX6,512.6496
PPBO,2024-11-26,P1D,COP/kWh,TX6,501.346
PPBOGReal,2024-11-26,P1D,COP/kWh,TX1,471.6878
PPBOGReal,2024-11-26,P1D,COP/kWh,TX2,467.6221
PPBO,2024-11-26,P1D,COP/kWh,TX2,463.1425
PPBOGReal,2024-11-26,P1D,COP/kWh,TX7,512.6496
PPBO,2024-11-26,P1D,COP/kWh,TX7,501.3404
PPBOGReal,2024-11-26,P1D,COP/kWh,TXR,509.1586
PPBO,2024-11-26,P1D,COP/kWh,TXR,499.5097
PPBO,2024-11-25,P1D,COP/kWh,TX2,490.9899
PPBOGReal,2024-11-25,P1D,COP/kWh,TX2,500.3749
PPBO,2024-11-25,P1D,COP/kWh,TXR,448.027
PPBOGReal,2024-11-25,P1D,COP/kWh,TXR,456.985
PPBO,2024-11-25,P1D,COP/kWh,TX7,447.9635
PPBOGReal,2024-11-25,P1D,COP/kWh,TX7,456.9573
PPBOGReal,2024-11-25,P1D,COP/kWh,TX1,499.8401
PPBO,2024-11-25,P1D,COP/kWh,TX6,447.9708
PPBOGReal,2024-11-25,P1D,COP/kWh,TX6,456.9573
PPBO,2024-11-24,P1D,COP/kWh,TX2,209.7395
PPBOGReal,2024-11-24,P1D,COP/kWh,TX2,238.6887
PPBO,2024-11-24,P1D,COP/kWh,TX7,209.5936
PPBOGReal,2024-11-24,P1D,COP/kWh,TX7,238.4396
PPBO,2024-11-24,P1D,COP/kWh,TXR,209.5808
PPBOGReal,2024-11-24,P1D,COP/kWh,TXR,238.5286
PPBOGReal,2024-11-24,P1D,COP/kWh,TX1,246.5694
PPBO,2024-11-24,P1D,COP/kWh,TX6,209.5714
PPBOGReal,2024-11-24,P1D,COP/kWh,TX6,238.4396
PPBOGReal,2024-11-23,P1D,COP/kWh,TX6,571.3848
PPBO,2024-11-23,P1D,COP/kWh,TX6,544.7796
PPBOGReal,2024-11-23,P1D,COP/kWh,TX1,571.7019
PPBOGReal,2024-11-23,P1D,COP/kWh,TX2,571.6807
PPBO,2024-11-23,P1D,COP/kWh,TX2,545.0717
PPBOGReal,2024-11-23,P1D,COP/kWh,TX7,571.3848
PPBO,2024-11-23,P1D,COP/kWh,TX7,544.799
PPBOGReal,2024-11-23,P1D,COP/kWh,TXR,571.5061
PPBO,2024-11-23,P1D,COP/kWh,TXR,544.8943
PPBOGReal,2024-11-22,P1D,COP/kWh,TX1,694.9033
PPBOGReal,2024-11-22,P1D,COP/kWh,TX7,694.5911
PPBO,2024-11-22,P1D,COP/kWh,TX7,666.4726
PPBOGReal,2024-11-22,P1D,COP/kWh,TXR,694.7289
PPBO,2024-11-22,P1D,COP/kWh,TXR,666.6121
PPBOGReal,2024-11-22,P1D,COP/kWh,TX2,694.9151
PPBO,2024-11-22,P1D,COP/kWh,TX2,666.7953
PPBOGReal,2024-11-22,P1D,COP/kWh,TX6,694.5911
PPBO,2024-11-22,P1D,COP/kWh,TX6,666.4577
PPBOGReal,2024-11-21,P1D,COP/kWh,TX6,586.0679
PPBO,2024-11-21,P1D,COP/kWh,TX6,518.5581
PPBOGReal,2024-11-21,P1D,COP/kWh,TX1,581.4723
PPBOGReal,2024-11-21,P1D,COP/kWh,TXR,585.5853
PPBO,2024-11-21,P1D,COP/kWh,TXR,516.2494
PPBOGReal,2024-11-21,P1D,COP/kWh,TX7,586.0679
PPBO,2024-11-21,P1D,COP/kWh,TX7,518.618
PPBOGReal,2024-11-21,P1D,COP/kWh,TX2,581.45
PPBO,2024-11-21,P1D,COP/kWh,TX2,512.1384
PPBO,2024-11-20,P1D,COP/kWh,TX6,755.7532
PPBOGReal,2024-11-20,P1D,COP/kWh,TX6,759.3078
PPBOGReal,2024-11-20,P1D,COP/kWh,TX1,775.3393
PPBO,2024-11-20,P1D,COP/kWh,TX7,755.7426
PPBOGReal,2024-11-20,P1D,COP/kWh,TX7,759.3078
PPBO,2024-11-20,P1D,COP/kWh,TX2,777.0418
PPBOGReal,2024-11-20,P1D,COP/kWh,TX2,775.34
PPBO,2024-11-20,P1D,COP/kWh,TXR,776.8623
PPBOGReal,2024-11-20,P1D,COP/kWh,TXR,775.1624
PPBO,2024-11-19,P1D,COP/kWh,TX6,686.891
PPBOGReal,2024-11-19,P1D,COP/kWh,TX6,709.218
PPBO,2024-11-19,P1D,COP/kWh,TXR,687.0536
PPBOGReal,2024-11-19,P1D,COP/kWh,TXR,709.3668
PPBO,2024-11-19,P1D,COP/kWh,TX2,687.2012
PPBOGReal,2024-11-19,P1D,COP/kWh,TX2,709.5204
PPBO,2024-11-19,P1D,COP/kWh,TX7,686.8927
PPBOGReal,2024-11-19,P1D,COP/kWh,TX7,709.218
PPBOGReal,2024-11-19,P1D,COP/kWh,TX1,710.118
PPBO,2024-11-18,P1D,COP/kWh,TX7,712.2253
PPBOGReal,2024-11-18,P1D,COP/kWh,TX7,728.6216
PPBO,2024-11-18,P1D,COP/kWh,TXR,751.1788
PPBOGReal,2024-11-18,P1D,COP/kWh,TXR,765.4362
PPBO,2024-11-18,P1D,COP/kWh,TX2,705.572
PPBOGReal,2024-11-18,P1D,COP/kWh,TX2,725.0508
PPBOGReal,2024-11-18,P1D,COP/kWh,TX1,716.0347
PPBO,2024-11-18,P1D,COP/kWh,TX6,712.2424
PPBOGReal,2024-11-18,P1D,COP/kWh,TX6,728.6216
PPBOGReal,2024-11-17,P1D,COP/kWh,TX6,543.1144
PPBO,2024-11-17,P1D,COP/kWh,TX6,537.0539
PPBOGReal,2024-11-17,P1D,COP/kWh,TX7,543.1144
PPBO,2024-11-17,P1D,COP/kWh,TX7,537.044
PPBOGReal,2024-11-17,P1D,COP/kWh,TX2,543.5963
PPBO,2024-11-17,P1D,COP/kWh,TX2,537.465
PPBOGReal,2024-11-17,P1D,COP/kWh,TXR,543.4276
PPBO,2024-11-17,P1D,COP/kWh,TXR,537.308
PPBOGReal,2024-11-17,P1D,COP/kWh,TX1,531.3991
PPBOGReal,2024-11-16,P1D,COP/kWh,TX1,647.4134
PPBO,2024-11-16,P1D,COP/kWh,TX2,688.3252
PPBOGReal,2024-11-16,P1D,COP/kWh,TX2,694.1998
PPBO,2024-11-16,P1D,COP/kWh,TXR,688.2205
PPBOGReal,2024-11-16,P1D,COP/kWh,TXR,694.0154
PPBO,2024-11-16,P1D,COP/kWh,TX7,703.0347
PPBOGReal,2024-11-16,P1D,COP/kWh,TX7,710.6387
PPBO,2024-11-16,P1D,COP/kWh,TX6,703.04
PPBOGReal,2024-11-16,P1D,COP/kWh,TX6,710.6387
PPBOGReal,2024-11-15,P1D,COP/kWh,TX6,724.4679
PPBO,2024-11-15,P1D,COP/kWh,TX6,720.9511
PPBOGReal,2024-11-15,P1D,COP/kWh,TX1,690.5052
PPBOGReal,2024-11-15,P1D,COP/kWh,TX7,724.4679
PPBO,2024-11-15,P1D,COP/kWh,TX7,720.9244
PPBOGReal,2024-11-15,P1D,COP/kWh,TXR,690.3195
PPBO,2024-11-15,P1D,COP/kWh,TXR,689.498
PPBOGReal,2024-11-15,P1D,COP/kWh,TX2,690.5053
PPBO,2024-11-15,P1D,COP/kWh,TX2,689.6515
PPBOGReal,2024-11-14,P1D,COP/kWh,TX6,937.2096
PPBO,2024-11-14,P1D,COP/kWh,TX6,945.3357
PPBOGReal,2024-11-14,P1D,COP/kWh,TX1,954.3901
PPBOGReal,2024-11-14,P1D,COP/kWh,TXR,937.2326
PPBO,2024-11-14,P1D,COP/kWh,TXR,945.5137
PPBOGReal,2024-11-14,P1D,COP/kWh,TX2,962.5628
PPBO,2024-11-14,P1D,COP/kWh,TX2,969.3619
PPBOGReal,2024-11-14,P1D,COP/kWh,TX7,937.2096
PPBO,2024-11-14,P1D,COP/kWh,TX7,945.3031
PPBOGReal,2024-11-13,P1D,COP/kWh,TX1,846.7702
PPBO,2024-11-13,P1D,COP/kWh,TX2,862.8826
PPBOGReal,2024-11-13,P1D,COP/kWh,TX2,849.6839
PPBO,2024-11-13,P1D,COP/kWh,TX7,867.1668
PPBOGReal,2024-11-13,P1D,COP/kWh,TX7,854.6303
PPBO,2024-11-13,P1D,COP/kWh,TXR,867.268
PPBOGReal,2024-11-13,P1D,COP/kWh,TXR,854.59
PPBO,2024-11-13,P1D,COP/kWh,TX6,867.2068
PPBOGReal,2024-11-13,P1D,COP/kWh,TX6,854.6303
PPBOGReal,2024-11-12,P1D,COP/kWh,TX6,1047.4315
PPBO,2024-11-12,P1D,COP/kWh,TX6,1073.39
PPBOGReal,2024-11-12,P1D,COP/kWh,TX2,1026.6266
PPBO,2024-11-12,P1D,COP/kWh,TX2,1055.8487
PPBOGReal,2024-11-12,P1D,COP/kWh,TXR,1024.212
PPBO,2024-11-12,P1D,COP/kWh,TXR,1053.3368
PPBOGReal,2024-11-12,P1D,COP/kWh,TX7,1047.4315
PPBO,2024-11-12,P1D,COP/kWh,TX7,1073.3172
PPBOGReal,2024-11-12,P1D,COP/kWh,TX1,1025.5661
PPBOGReal,2024-11-11,P1D,COP/kWh,TX6,825.3493
PPBO,2024-11-11,P1D,COP/kWh,TX6,820.1595
PPBOGReal,2024-11-11,P1D,COP/kWh,TX1,825.5261
PPBOGReal,2024-11-11,P1D,COP/kWh,TX2,825.5174
PPBO,2024-11-11,P1D,COP/kWh,TX2,820.3801
PPBOGReal,2024-11-11,P1D,COP/kWh,TXR,825.3483
PPBO,2024-11-11,P1D,COP/kWh,TXR,820.212
PPBOGReal,2024-11-11,P1D,COP/kWh,TX7,825.3493
PPBO,2024-11-11,P1D,COP/kWh,TX7,820.1482
PPBOGReal,2024-11-10,P1D,COP/kWh,TX1,848.1122
PPBOGReal,2024-11-10,P1D,COP/kWh,TX2,848.0786
PPBO,2024-11-10,P1D,COP/kWh,TX2,830.7517
PPBOGReal,2024-11-10,P1D,COP/kWh,TX7,848.0332
PPBO,2024-11-10,P1D,COP/kWh,TX7,830.7167
PPBOGReal,2024-11-10,P1D,COP/kWh,TXR,847.927
PPBO,2024-11-10,P1D,COP/kWh,TXR,830.6156
PPBO,2024-11-10,P1D,COP/kWh,TX6,830.7227
PPBOGReal,2024-11-10,P1D,COP/kWh,TX6,848.0332
PPBOGReal,2024-11-09,P1D,COP/kWh,TX6,797.5421
PPBO,2024-11-09,P1D,COP/kWh,TX6,794.2612
PPBOGReal,2024-11-09,P1D,COP/kWh,TXR,791.5399
PPBO,2024-11-09,P1D,COP/kWh,TXR,789.029
PPBOGReal,2024-11-09,P1D,COP/kWh,TX2,791.7162
PPBO,2024-11-09,P1D,COP/kWh,TX2,789.2072
PPBOGReal,2024-11-09,P1D,COP/kWh,TX7,797.5421
PPBO,2024-11-09,P1D,COP/kWh,TX7,794.2552
PPBOGReal,2024-11-08,P1D,COP/kWh,TX6,1594.9015
PPBO,2024-11-08,P1D,COP/kWh,TX6,1579.1163
PPBOGReal,2024-11-08,P1D,COP/kWh,TX7,1594.9015
PPBO,2024-11-08,P1D,COP/kWh,TX7,1579.0874
PPBOGReal,2024-11-08,P1D,COP/kWh,TXR,1594.9942
PPBO,2024-11-08,P1D,COP/kWh,TXR,1579.3974
PPBOGReal,2024-11-08,P1D,COP/kWh,TX1,1595.332
PPBO,2024-11-07,P1D,COP/kWh,TX7,1943.9302
PPBOGReal,2024-11-07,P1D,COP/kWh,TX7,1935.4924
PPBO,2024-11-07,P1D,COP/kWh,TX2,1944.6121
PPBOGReal,2024-11-07,P1D,COP/kWh,TX2,1935.8966
PPBO,2024-11-07,P1D,COP/kWh,TXR,1944.2662
PPBOGReal,2024-11-07,P1D,COP/kWh,TXR,1935.5843
PPBOGReal,2024-11-07,P1D,COP/kWh,TX1,1935.8966
PPBO,2024-11-07,P1D,COP/kWh,TX6,1943.9731
PPBOGReal,2024-11-07,P1D,COP/kWh,TX6,1935.4924
PPBOGReal,2024-11-06,P1D,COP/kWh,TX6,1941.8603
PPBO,2024-11-06,P1D,COP/kWh,TX6,1863.3036
PPBOGReal,2024-11-06,P1D,COP/kWh,TX1,1919.8311
PPBOGReal,2024-11-06,P1D,COP/kWh,TX7,1941.8603
PPBO,2024-11-06,P1D,COP/kWh,TX7,1863.31
PPBOGReal,2024-11-06,P1D,COP/kWh,TXR,1941.8913
PPBO,2024-11-06,P1D,COP/kWh,TXR,1863.5604
PPBOGReal,2024-11-06,P1D,COP/kWh,TX2,1942.1331
PPBO,2024-11-06,P1D,COP/kWh,TX2,1863.8886
PPBOGReal,2024-11-05,P1D,COP/kWh,TX1,1590.4342
PPBO,2024-11-05,P1D,COP/kWh,TX7,1589.8435
PPBOGReal,2024-11-05,P1D,COP/kWh,TX7,1622.5273
PPBO,2024-11-05,P1D,COP/kWh,TX2,1589.3049
PPBOGReal,2024-11-05,P1D,COP/kWh,TX2,1622.2523
PPBO,2024-11-05,P1D,COP/kWh,TXR,1589.6405
PPBOGReal,2024-11-05,P1D,COP/kWh,TXR,1622.6194
PPBO,2024-11-05,P1D,COP/kWh,TX6,1589.8503
PPBOGReal,2024-11-05,P1D,COP/kWh,TX6,1622.5273
PPBOGReal,2024-11-04,P1D,COP/kWh,TX7,2376.6535
PPBO,2024-11-04,P1D,COP/kWh,TXR,2363.4633
PPBOGReal,2024-11-04,P1D,COP/kWh,TXR,2376.7454
PPBO,2024-11-04,P1D,COP/kWh,TX2,2363.6798
PPBOGReal,2024-11-04,P1D,COP/kWh,TX2,2376.9345
PPBOGReal,2024-11-04,P1D,COP/kWh,TX1,2376.9345
PPBO,2024-11-04,P1D,COP/kWh,TX6,2363.4028
PPBOGReal,2024-11-04,P1D,COP/kWh,TX6,2376.6535
PPBO,2024-11-04,P1D,COP/kWh,TX7,2363.4062
PPBO,2024-11-03,P1D,COP/kWh,TXR,2459.3318
PPBOGReal,2024-11-03,P1D,COP/kWh,TXR,2459.3318
PPBO,2024-11-03,P1D,COP/kWh,TX2,2459.5735
PPBOGReal,2024-11-03,P1D,COP/kWh,TX2,2459.5735
PPBO,2024-11-03,P1D,COP/kWh,TX7,2459.2399
PPBOGReal,2024-11-03,P1D,COP/kWh,TX7,2459.2399
PPBOGReal,2024-11-03,P1D,COP/kWh,TX1,2459.51
PPBO,2024-11-03,P1D,COP/kWh,TX6,2459.2399
PPBOGReal,2024-11-03,P1D,COP/kWh,TX6,2459.2399
PPBOGReal,2024-11-02,P1D,COP/kWh,TX6,2452.7864
PPBO,2024-11-02,P1D,COP/kWh,TX2,2452.8928
PPBOGReal,2024-11-02,P1D,COP/kWh,TX2,2453.0567
PPBO,2024-11-02,P1D,COP/kWh,TXR,2452.6959
PPBOGReal,2024-11-02,P1D,COP/kWh,TXR,2452.8783
PPBO,2024-11-02,P1D,COP/kWh,TX7,2452.6337
PPBOGReal,2024-11-02,P1D,COP/kWh,TX7,2452.7864
PPBOGReal,2024-11-02,P1D,COP/kWh,TX1,2453.0567
PPBO,2024-11-02,P1D,COP/kWh,TX6,2452.6346
PPBOGReal,2024-11-01,P1D,COP/kWh,TXR,2459.3307
PPBO,2024-11-01,P1D,COP/kWh,TX2,2459.5087
PPBOGReal,2024-11-01,P1D,COP/kWh,TX2,2459.5089
PPBO,2024-11-01,P1D,COP/kWh,TX7,2459.2399
PPBOGReal,2024-11-01,P1D,COP/kWh,TX7,2459.2399
PPBOGReal,2024-11-01,P1D,COP/kWh,TX1,2459.5089
PPBO,2024-11-01,P1D,COP/kWh,TX6,2459.2399
PPBOGReal,2024-11-01,P1D,COP/kWh,TX6,2459.2399
PPBO,2024-11-01,P1D,COP/kWh,TXR,2459.3306
PPBOGReal,2024-12-31,P1D,COP/kWh,TX2,161.9811
PPBO,2024-12-31,P1D,COP/kWh,TX2,152.6486
PPBOGReal,2024-12-31,P1D,COP/kWh,TX1,162.5815
PPBOGReal,2024-12-31,P1D,COP/kWh,TX7,168.2928
PPBO,2024-12-31,P1D,COP/kWh,TX7,157.8356
PPBOGReal,2024-12-31,P1D,COP/kWh,TXR,167.8437
PPBO,2024-12-31,P1D,COP/kWh,TXR,158.4049
PPBOGReal,2024-12-31,P1D,COP/kWh,TX5,168.2928
PPBO,2024-12-31,P1D,COP/kWh,TX5,157.8325
PPBOGReal,2024-12-31,P1D,COP/kWh,TX6,168.2928
PPBO,2024-12-31,P1D,COP/kWh,TX6,157.8325
PPBOGReal,2024-12-30,P1D,COP/kWh,TX1,394.5693
PPBO,2024-12-30,P1D,COP/kWh,TX7,386.115
PPBOGReal,2024-12-30,P1D,COP/kWh,TX7,399.391
PPBO,2024-12-30,P1D,COP/kWh,TX2,379.0732
PPBOGReal,2024-12-30,P1D,COP/kWh,TX2,392.9776
PPBO,2024-12-30,P1D,COP/kWh,TXR,384.8292
PPBOGReal,2024-12-30,P1D,COP/kWh,TXR,398.9357
PPBO,2024-12-30,P1D,COP/kWh,TX5,386.1162
PPBOGReal,2024-12-30,P1D,COP/kWh,TX5,399.391
PPBO,2024-12-30,P1D,COP/kWh,TX6,386.1159
PPBOGReal,2024-12-30,P1D,COP/kWh,TX6,399.391
PPBOGReal,2024-12-29,P1D,COP/kWh,TX5,304.3743
PPBO,2024-12-29,P1D,COP/kWh,TX5,286.8393
PPBOGReal,2024-12-29,P1D,COP/kWh,TX6,304.3743
PPBO,2024-12-29,P1D,COP/kWh,TX6,286.8392
PPBOGReal,2024-12-29,P1D,COP/kWh,TX1,304.8612
PPBOGReal,2024-12-29,P1D,COP/kWh,TXR,305.306
PPBO,2024-12-29,P1D,COP/kWh,TXR,287.8582
PPBOGReal,2024-12-29,P1D,COP/kWh,TX7,304.3743
PPBO,2024-12-29,P1D,COP/kWh,TX7,286.8433
PPBOGReal,2024-12-29,P1D,COP/kWh,TX2,299.9312
PPBO,2024-12-29,P1D,COP/kWh,TX2,282.4055
PPBO,2024-12-28,P1D,COP/kWh,TX7,495.2718
PPBOGReal,2024-12-28,P1D,COP/kWh,TX7,495.844
PPBO,2024-12-28,P1D,COP/kWh,TX2,499.0539
PPBOGReal,2024-12-28,P1D,COP/kWh,TX2,498.5534
PPBO,2024-12-28,P1D,COP/kWh,TXR,504.4674
PPBOGReal,2024-12-28,P1D,COP/kWh,TXR,503.9676
PPBOGReal,2024-12-28,P1D,COP/kWh,TX1,498.5536
PPBOGReal,2024-12-28,P1D,COP/kWh,TX5,495.844
PPBO,2024-12-28,P1D,COP/kWh,TX5,495.4377
PPBOGReal,2024-12-28,P1D,COP/kWh,TX6,495.844
PPBO,2024-12-28,P1D,COP/kWh,TX6,495.2768
PPBO,2024-12-27,P1D,COP/kWh,TX6,372.9144
PPBOGReal,2024-12-27,P1D,COP/kWh,TX6,405.349
PPBO,2024-12-27,P1D,COP/kWh,TX5,372.9144
PPBOGReal,2024-12-27,P1D,COP/kWh,TX5,405.349
PPBO,2024-12-27,P1D,COP/kWh,TX2,367.8122
PPBOGReal,2024-12-27,P1D,COP/kWh,TX2,400.213
PPBO,2024-12-27,P1D,COP/kWh,TXR,373.2284
PPBOGReal,2024-12-27,P1D,COP/kWh,TXR,405.628
PPBO,2024-12-27,P1D,COP/kWh,TX7,372.9226
PPBOGReal,2024-12-27,P1D,COP/kWh,TX7,405.349
PPBOGReal,2024-12-27,P1D,COP/kWh,TX1,400.2709
PPBO,2024-12-26,P1D,COP/kWh,TX2,525.7765
PPBOGReal,2024-12-26,P1D,COP/kWh,TX2,544.4741
PPBO,2024-12-26,P1D,COP/kWh,TXR,532.1057
PPBOGReal,2024-12-26,P1D,COP/kWh,TXR,550.6485
PPBO,2024-12-26,P1D,COP/kWh,TX7,528.166
PPBOGReal,2024-12-26,P1D,COP/kWh,TX7,547.6073
PPBOGReal,2024-12-26,P1D,COP/kWh,TX1,544.4773
PPBO,2024-12-26,P1D,COP/kWh,TX6,528.1735
PPBOGReal,2024-12-26,P1D,COP/kWh,TX6,547.6073
PPBO,2024-12-26,P1D,COP/kWh,TX5,528.2681
PPBOGReal,2024-12-26,P1D,COP/kWh,TX5,547.6073
PPBOGReal,2024-12-25,P1D,COP/kWh,TX5,443.1261
PPBO,2024-12-25,P1D,COP/kWh,TX5,437.6255
PPBOGReal,2024-12-25,P1D,COP/kWh,TX6,443.1261
PPBO,2024-12-25,P1D,COP/kWh,TX6,437.6253
PPBOGReal,2024-12-25,P1D,COP/kWh,TXR,415.6951
PPBO,2024-12-25,P1D,COP/kWh,TXR,407.7198
PPBOGReal,2024-12-25,P1D,COP/kWh,TX2,410.2853
PPBO,2024-12-25,P1D,COP/kWh,TX2,402.3103
PPBOGReal,2024-12-25,P1D,COP/kWh,TX7,443.1261
PPBO,2024-12-25,P1D,COP/kWh,TX7,437.616
PPBOGReal,2024-12-25,P1D,COP/kWh,TX1,410.2132
PPBOGReal,2024-12-24,P1D,COP/kWh,TX5,720.5672
PPBO,2024-12-24,P1D,COP/kWh,TX5,725.3429
PPBOGReal,2024-12-24,P1D,COP/kWh,TX6,720.5672
PPBO,2024-12-24,P1D,COP/kWh,TX6,725.3428
PPBOGReal,2024-12-24,P1D,COP/kWh,TX2,727.8583
PPBO,2024-12-24,P1D,COP/kWh,TX2,732.2914
PPBOGReal,2024-12-24,P1D,COP/kWh,TX7,720.5672
PPBO,2024-12-24,P1D,COP/kWh,TX7,725.3346
PPBOGReal,2024-12-24,P1D,COP/kWh,TXR,720.7332
PPBO,2024-12-24,P1D,COP/kWh,TXR,725.6291
PPBOGReal,2024-12-24,P1D,COP/kWh,TX1,717.2931
PPBOGReal,2024-12-23,P1D,COP/kWh,TX6,743.5417
PPBO,2024-12-23,P1D,COP/kWh,TX6,749.1912
PPBOGReal,2024-12-23,P1D,COP/kWh,TX5,743.5417
PPBO,2024-12-23,P1D,COP/kWh,TX5,749.1912
PPBOGReal,2024-12-23,P1D,COP/kWh,TX1,738.8042
PPBOGReal,2024-12-23,P1D,COP/kWh,TXR,744.3446
PPBO,2024-12-23,P1D,COP/kWh,TXR,751.2401
PPBOGReal,2024-12-23,P1D,COP/kWh,TX2,738.8578
PPBO,2024-12-23,P1D,COP/kWh,TX2,745.7243
PPBOGReal,2024-12-23,P1D,COP/kWh,TX7,743.5417
PPBO,2024-12-23,P1D,COP/kWh,TX7,749.1721
PPBO,2024-12-22,P1D,COP/kWh,TXR,881.2133
PPBOGReal,2024-12-22,P1D,COP/kWh,TXR,879.8889
PPBO,2024-12-22,P1D,COP/kWh,TX7,881.1235
PPBOGReal,2024-12-22,P1D,COP/kWh,TX7,879.8509
PPBO,2024-12-22,P1D,COP/kWh,TX2,875.5924
PPBOGReal,2024-12-22,P1D,COP/kWh,TX2,874.247
PPBOGReal,2024-12-22,P1D,COP/kWh,TX1,874.2345
PPBO,2024-12-22,P1D,COP/kWh,TX5,881.127
PPBOGReal,2024-12-22,P1D,COP/kWh,TX5,879.8509
PPBO,2024-12-22,P1D,COP/kWh,TX6,881.127
PPBOGReal,2024-12-22,P1D,COP/kWh,TX6,879.8509
PPBOGReal,2024-12-21,P1D,COP/kWh,TX6,955.8762
PPBO,2024-12-21,P1D,COP/kWh,TX6,955.412
PPBOGReal,2024-12-21,P1D,COP/kWh,TX5,955.8762
PPBO,2024-12-21,P1D,COP/kWh,TX5,955.412
PPBOGReal,2024-12-21,P1D,COP/kWh,TX1,961.6415
PPBOGReal,2024-12-21,P1D,COP/kWh,TXR,956.1108
PPBO,2024-12-21,P1D,COP/kWh,TXR,955.7001
PPBOGReal,2024-12-21,P1D,COP/kWh,TX7,955.8762
